备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025002710,中文：唑来膦酸注射液;英文/拉丁文：Zoledronic Acid Injection,国药准字HJ20230140,中文名称：无;英文名称：Gland Pharma Limited,"Sy. No.143 to 148, 150 and 151, Near Gandimaisamma Cross Roads, D.P.Pally, Dundigal Post, Dundigal-Gandimaisamma Mandal, Medchal-Malkajgiri District, Hyderabad-500 043, Telangana, INDIA.",中文名称：;英文名称：,,锦州奥鸿医药有限公司,辽宁省锦州市太和区松山大街 53号,唑来膦酸注射液的药品说明书、标签内容发生变更。由【境内联系人】变更为【境内责任人】，由【境内联系地址】变更为【境内责任人地址】。,2025-10-15,国家药品监督管理局药品审评中心,已备案
国备2025002706,中文：流感病毒裂解疫苗;英文/拉丁文：Influenza Vaccine （Split Virion），Inactivated,SC20150001,中文名称：国光生物科技股份有限公司;英文名称：Adimmune Corporation,台湾台中市潭子区潭兴路一段3号,中文名称：国光生物科技股份有限公司;英文名称：Adimmune Corporation,台湾台中市潭子区潭兴路一段3号,北京盈利源信息咨询有限公司,北京市朝阳区建国路35号院1号楼-3至25层101号内13层1329,国光生物科技股份有限公司的生产企业地址和包装厂地址为台湾台中市潭子区潭兴路一段3号，自本品2015年获得国家药品监督管理局批准上市以来，生产企业地址和包装厂地址没有发生过任何地址迁移的变更。根据台湾邮政部门的要求，该地址的邮政编码由42743变更为427，现根据“改变不涉及技术审评的药品注册证书载明事项”对《药品再注册批准通知书》中载明的包装厂地址的邮政编码进行变更备案。现根据“国家药品监管部门规定需要备案的其他事项”，在制造及检定规程中补充邮政编码，一并进行备案。,2025-10-14,国家药品监督管理局药品审评中心,已备案
国备2025002554,中文：注射用德曲妥珠单抗;英文/拉丁文：Trastuzumab Deruxtecan for Injection,国药准字SJ20230005,中文名称：无;英文名称：Daiichi Sankyo Europe GmbH,Zielstattstrasse 48，81379 Munich，Germany,中文名称：无;英文名称：Baxter Oncology GmbH,Kantstrasse 2，Halle/Westfalen 33790，Germany,第一三共（中国）投资有限公司,中国（上海）自由贸易试验区居里路500号3幢,根据2025年版《中国药典》及药典实施公告（2025年第32号），将本品药品注册标准中引用的《中国药典》版本号由“2020年版”更新为“2025年版”，相关检测方法和标准限度无实质性更新。,2025-09-30,国家药品监督管理局药品审评中心,已备案
国备2025002660,中文：23价肺炎球菌多糖疫苗;英文/拉丁文：Pneumococcal Vaccine Polyvalent,国药准字SJ20140114,中文名称：不适用;英文名称：Merck Sharp & Dohme LLC,"126 E. Lincoln Avenue, P.O. Box 2000, Rahway, NJ 07065, US",中文名称：不适用;英文名称：Merck Sharp & Dohme LLC,"770 Sumneytown Pike, West Point, PA19486, US",默沙东研发（中国）有限公司,北京市朝阳区容达路21号楼L2-13层,新增血清型特异性单价标准品及多价标准品，用于肺炎球菌多糖疫苗原液及成品的速率比浊检定法。同时更新相关药学资料章节。,2025-10-11,国家药品监督管理局药品审评中心,已备案
国备2025002661,中文：23价肺炎球菌多糖疫苗;英文/拉丁文：Pneumococcal Vaccine Polyvalent,国药准字SJ20181013,中文名称：不适用;英文名称：Merck Sharp & Dohme LLC,"126 E. Lincoln Avenue, P.O. Box 2000, Rahway, NJ 07065, US",中文名称：不适用;英文名称：Merck Sharp & Dohme LLC,"770 Sumneytown Pike, West Point, PA19486, US",默沙东研发（中国）有限公司,北京市朝阳区容达路21号楼L2-13层,新增血清型特异性单价标准品及多价标准品，用于肺炎球菌多糖疫苗原液及成品的速率比浊检定法。同时更新相关药学资料章节。,2025-10-11,国家药品监督管理局药品审评中心,已备案
国备2025002742,中文：盐酸特泊替尼片;英文/拉丁文：Tepotinib Hydrochloride Tablets,国药准字HJ20230132,中文名称：Merck (Schweiz) AG;英文名称：Merck (Schweiz) AG,"Chamerstrasse 174, 6300 Zug, Switzerland",中文名称：Merck Healthcare KGaA;英文名称：Merck Healthcare KGaA,"Frankfurter Strasse 250, 64293 Darmstadt, Germany",默克雪兰诺有限公司,中国北京市顺义区保汇一街2号院1号（天竺综合保税区D08-20）,变更原料药的生产工艺：在特泊替尼非微粉化原料药（MSC2156119J）生产工艺步骤6中引入可选的返工处理。,2025-10-17,国家药品监督管理局药品审评中心,经审查，此次备案事项，根据《已上市化学药品药学变更研究技术指导原则（试行）》属于重大变更，请持有人按照补充申请申报。取消本次备案事项。
国备2025002860,中文：注射用磷酸肌酸钠;英文/拉丁文：Creatine Phosphate Sodium for Injection,国药准字HJ20140265,中文名称：----;英文名称：ADDENDA PHARMACEUTICALS S.R.L.,"Strada Cluceru Udricani, Nr.18, Etaj 4, Sector 3, Bucuresti, Romania",中文名称：----;英文名称：ALFASIGMA S.p.A.,"VIA ENRICO FERMI, 1-65020 ALANNO(PE)",阿尔法西格玛（北京）医药咨询有限公司,北京市东城区东直门外大街46号1号楼18层1801,1）新增制剂生产批量；2）增加过程中控制项目；3）删除非关键的过程控制项目；4）其他工艺中的描述修订。,2025-11-05,国家药品监督管理局药品审评中心,已备案
国备2025002690,中文：盐酸西替利嗪滴剂;英文/拉丁文：Cetirizine Hydrochloride Drops,国药准字HJ20160179,中文名称：UCB Pharma AG;英文名称：UCB Pharma AG,"Z. I. de Planchy, Chemin de Croix-Blanche 10, 1630 Bulle, Switzerland",中文名称：AESICA PHARMACEUTICALS S. r. l.;英文名称：AESICA PHARMACEUTICALS S. r. l.,"VIA PRAGLIA 15, PIANEZZA-10044 (T0), Italy",神基（珠海）制药有限公司,珠海市高新区创新海岸科技五路3号厂房A区,由于2025年版《中华人民共和国药典》的实施，更新注册标准相关描述（从“中国药典2020年版”改为“中国药典2025年版”），内容无实质更新。,2025-10-12,国家药品监督管理局药品审评中心,已备案
国备2025002654,中文：银杏叶片;英文/拉丁文：Ginkgo Biloba leaves Extract Tablets,国药准字HJ20130307。国药准字HJ20160031,中文名称：无;英文名称：IPSEN Consumer HealthCare,"65, quai Georges Gorse-92100 Boulogne-Billancourt-France",中文名称：无;英文名称：Beaufour Ipsen Industrie,"Rue Ethe Virton ,28100 Dreux, France",博福--益普生(天津)制药有限公司,天津市华苑产业区开华道18号,"将本品质量标准中涉及到的通则版本升级为中国药典2025年版，不涉及质量标准实质内容的变更。同时调整个别文字表述：由“进口药品注册标准”,变更为“药品注册标准”；删除“生产国别及生产企业”信息，增加“药品上市许可持有人”信息。",2025-10-11,国家药品监督管理局药品审评中心,已备案
国备2025003014,中文：氯沙坦钾片;英文/拉丁文：Losartan Potassium Tablets,国药准字HJ20202003,中文名称：不适用;英文名称：Organon Pharma (UK) Limited,"The Hewett Building, 14 Hewett Street, London, EC2A 3NP, United Kingdom",中文名称：不适用;英文名称：Organon Pharma (UK) Limited,"Shotton Lane, Cramlington, Northumberland, NE23 3JU, United Kingdom",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,"本品境外初级包装厂，拟由Merck Sharp & Dohme BV（地址: Waarderweg 39,Haarlem,NL-2031BN,The Netherlands）变更为：Organon Pharma (UK) Limited（地址：Shotton Lane,Cramlington,NE23 3JU,United Kingdom）。本次变更仅为初级包装厂变更，本品注册的处方、生产工艺、过程控制、质量标准、有效期、制剂生产厂、初级包装材料及其来源等与质量有关的任何其他方面均未因此变更发生任何变化，因此本次初级包装厂变更不影响本品的质量、有效性和安全性。",2025-11-22,国家药品监督管理局药品审评中心,已备案
