备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025002170,中文：富马酸比索洛尔片;英文/拉丁文：Bisoprolol Fumarate Tablets,国药准字HJ20170259,中文名称：/;英文名称：Hexal AG,"Industriestraβe 25,83607 Holzkirchen,Federal Republic of Germany",中文名称：/;英文名称：Lek S.A.,"ul. Podlipie 16, 95-010 Stryków, Poland",爱施健（广东）制药有限公司,中山市火炬开发区会展东路1号德仲广场1幢1803室、1804室,申请本品在中国境内分包装，分包装企业为瑞华（中山）制药有限公司，包装规格为10片/盒，30片/盒。,2025-09-02,国家药品监督管理局药品审评中心,已备案
国备2025002032,中文：利匹韦林注射液;英文/拉丁文：Rilpivirine Injection,国药准字HJ20230119,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Cilag AG;英文名称：Cilag AG,"Hochstrasse 201, 8200 Schaffhausen, Switzerland",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002367,中文：纳武利尤单抗注射液;英文/拉丁文：Nivolumab Injection,国药准字SJ20180014,中文名称：无;英文名称：Bristol-Myers Squibb Pharma EEIG,"Plaza 254, Blanchardstown Corporate Park 2, Dublin 15, D15 T867 Ireland","中文名称：无;英文名称：Bristol-Myers Squibb Holdings Pharma, Ltd. Liability Company","Road 686 Km 2.3, Bo. Tierras Nuevas, Manati, 00674 Puerto Rico, USA",百时美施贵宝（中国）投资有限公司,上海市静安区南京西路1717号17楼,按照既往批准内容对本品药品注册标准附录2“半定量可见颗粒检查”检项进行文字修订，完善120mg/瓶的结果判定描述。,2025-09-19,国家药品监督管理局药品审评中心,已备案
国备2025002033,中文：利匹韦林注射液;英文/拉丁文：Rilpivirine Injection,国药准字HJ20230117,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Cilag AG;英文名称：Cilag AG,"Hochstrasse 201, 8200 Schaffhausen, Switzerland",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002065,中文：卡格列净片;英文/拉丁文：Canagliflozin Tablets,国药准字HJ20170374,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Janssen-Cilag S.p.A.;英文名称：Janssen-Cilag S.p.A.,"Via C. Janssen, Borgo San Michele, 04100 Latina, Italy",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-21,国家药品监督管理局药品审评中心,已备案
国备2025002064,中文：卡格列净片;英文/拉丁文：Canagliflozin Tablets,国药准字HJ20170375,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Janssen-Cilag S.p.A.;英文名称：Janssen-Cilag S.p.A.,"Via C. Janssen, Borgo San Michele, 04100 Latina, Italy",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-21,国家药品监督管理局药品审评中心,已备案
国备2025002052,中文：帕利哌酮缓释片;英文/拉丁文：Paliperidone Extended-Release Tablets,国药准字HJ20160551,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340, Beerse, Belgium",中文名称：Janssen Cilag Manufacturing L.L.C.;英文名称：Janssen Cilag Manufacturing L.L.C.,"State Road 933 Km 0.1, Mamey Ward, Gurabo, 00778 Puerto Rico",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-21,国家药品监督管理局药品审评中心,已备案
国备2025002051,中文：帕利哌酮缓释片;英文/拉丁文：Paliperidone Extended-Release Tablets,国药准字HJ20160550,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340, Beerse, Belgium",中文名称：Janssen Cilag Manufacturing L.L.C.;英文名称：Janssen Cilag Manufacturing L.L.C.,"State Road 933 Km 0.1, Mamey Ward, Gurabo, 00778 Puerto Rico",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-21,国家药品监督管理局药品审评中心,已备案
国备2025002050,中文：帕利哌酮缓释片;英文/拉丁文：Paliperidone Extended-Release Tablets,国药准字HJ20160549,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340, Beerse, Belgium",中文名称：Janssen Cilag Manufacturing L.L.C.;英文名称：Janssen Cilag Manufacturing L.L.C.,"State Road 933 Km 0.1, Mamey Ward, Gurabo, 00778 Puerto Rico",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-21,国家药品监督管理局药品审评中心,已备案
国备2025002053,中文：氢溴酸西酞普兰片;英文/拉丁文：Citalopram Hydrobromide Tablets,国药准字HJ20170318,中文名称：H. Lundbeck A/S;英文名称：H. Lundbeck A/S,"Ottiliavej 9 DK-2500 Valby, Denmark",中文名称：H. Lundbeck A/S;英文名称：H. Lundbeck A/S,"Ottiliavej 9 DK-2500 Valby, Denmark",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新 五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-21,国家药品监督管理局药品审评中心,已备案
