备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025000677,中文：注射用替朗妥昔单抗;英文/拉丁文：Loncastuximab Tesirine For Injection,国药准字SJ20240046,中文名称：ADC Therapeutics SA;英文名称：ADC Therapeutics SA,"Route de la Corniche 3B, Epalinges, Vaud 1066 SWITZERLAND",中文名称：BSP Pharmaceuticals S. p. A.;英文名称：BSP Pharmaceuticals S. p. A.,"Via Appia Km 65,561, Latina Scalo, Latina 04013, ITALY",瓴路药业（上海）有限责任公司,上海市奉贤区金海公路6055号28幢1层,延长制剂有效期，由48个月延长至60个月。,2025-04-03,国家药品监督管理局药品审评中心,已备案
国备2025000976,中文：沙格列汀二甲双胍缓释片（Ⅰ）;英文/拉丁文：Saxagliptin and Metformin Hydrochloride Sustained-release Tablets （Ⅰ）,国药准字HJ20170251和国药准字 HJ20170252,中文名称：/;英文名称：AstraZeneca AB,"SE-151 85 Sodertalje, Sweden",中文名称：/;英文名称：AstraZeneca Pharmaceuticals LP,"4601 Hwy 62 East, Mount Vernon, Indiana 47620, USA",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,根据《关于发布药品说明书适老化及无障碍改革试点工作方案的公告 》（2023年第142号）要求，按照试点方式和要求对沙格列汀二甲双胍缓释片（Ⅰ）、（Ⅱ）、（Ⅲ）分包装产品说明书进行备案。,2025-05-09,国家药品监督管理局药品审评中心,已备案
国备2025000623,中文：重组人绒促性素注射液;英文/拉丁文：Recombinant Human Choriogonadotropin alfa Solution for Injection,国药准字SJ20130091,中文名称：/;英文名称：Merck Europe B.V.,Gustav Mahlerplein 102，1082 MA Amsterdam，The Netherlands,中文名称：/;英文名称：Merck Serono S.p.A.,"Via delle Magnolie 15, (loc. Frazione Zona Industriale), 70026 Modugno(BA), Italy",默克雪兰诺有限公司,北京市顺义区保汇一街2号院1号（天竺综合保税区D08-20）,"拟对本品次级包装厂（Merck Serono S.A.(MSA)）的地址进行文字性修订，由“Succursale d’Aubonne, Zone Industrielle de I’Ourlettaz, CH-1170 Aubonne, Switzerland”更新为“Succursale d’Aubonne, Zone Industrielle de I’Ouriettaz, CH-1170 Aubonne, Switzerland”，使其与参考国批准文件相应信息一致，实际地址不变。",2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025000856,"中文：戊酸雌二醇片/雌二醇环丙孕酮片复合包装;英文/拉丁文：Complex Packing Estradiol Valerate Tablets, Estradiol Valerate and Cyproterone Acetate Tablets",国药准字HJ20160683,中文名称：-;英文名称：Jenapharm GmbH & Co. KG,"Otto-Schott-Strasse 15 07745 Jena, Germany",中文名称：-;英文名称：Bayer Weimar GmbH & Co. KG,"Döbereinerstrasse 20 99427 Weimar, Germany",简柏特（佛山）信息技术服务有限公司,广东省佛山市南海区桂城街道深海路17号瀚天科技城A区8号楼6楼,申请戊酸雌二醇片/雌二醇环丙孕酮片复合包装在国内分包装，并根据已批准的说明书更新分包装的说明书。分包装厂为：拜耳医药保健有限公司广州分公司。,2025-04-22,国家药品监督管理局药品审评中心,已备案
国备2025000630,中文：戊酸雌二醇片;英文/拉丁文：Estradiol Valerate Tablets,国药准字HJ20160679,中文名称：-;英文名称：Jenapharm GmbH & Co. KG,"Otto-Schott-Strasse 15 07745 Jena, Germany",中文名称：-;英文名称：Bayer Weimar GmbH & Co. KG,"Döbereinerstrasse 20 99427 Weimar, Germany",简柏特（佛山）信息技术服务有限公司,广东省佛山市南海区桂城街道深海路17号瀚天科技城A区8号楼6楼,申请戊酸雌二醇片在国内分包装，并根据已批准的说明书更新分包装的说明书。分包装厂为：拜耳医药保健有限公司广州分公司。,2025-04-01,国家药品监督管理局药品审评中心,已备案
Y国备2025000792,中文：布地奈德;英文/拉丁文：Budesonide,Y20170000975,中文名称：VAMSI LABS LTD.;英文名称：VAMSI LABS LTD.,"A-14, A-15, A-31, A-32 & A-33, MIDC AREA, CHINCHOLI, TAL-MOHOL, DIST SOLAPUR 413255 MAHARASHTRA STATE, INDIA",中文名称：VAMSI LABS LTD.;英文名称：VAMSI LABS LTD.,"A-14, A-15, A-31, A-32 & A-33, MIDC AREA, CHINCHOLI, TAL-MOHOL, DIST SOLAPUR 413255 MAHARASHTRA STATE, INDIA",中诺凯琳医药发展（苏州）股份有限公司,常熟市海虞镇盛虞大道 8 号 （苏虞生物医药产业园）,"1.境外生产药品注册代理机构更名，由“中诺凯琳医药发展（苏州）有限公司”更名为“中诺凯琳医药发展（苏州）股份有限公司”，企业主体未发生实际变更。2.进口药品注册标准（标准号：JX20180265）化学名称勘误，由“6α,17-[(1RS)-亚丁基二氧]-11β,21-二羟基孕甾-1,4-二烯-3,20-二酮”更正为“16α,17-[(1RS)-亚丁基二氧]-11β,21-二羟基孕甾-1,4-二烯-3,20-二酮”。",2025-04-16,国家药品监督管理局药品审评中心,已备案
国备2025001035,中文：注射用伊米苷酶;英文/拉丁文：Imiglucerase for Injection,国药准字SJ20140067,中文名称：不适用;英文名称：Sanofi B.V.,"Paasheuvelweg 25, 1105 BP Amsterdam, The Netherlands",中文名称：不适用;英文名称：Genzyme Ireland Ltd.,"IDA Industrial Park, Old Kilmeaden Road, Waterford, Ireland",赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层,"1. 变更制剂上部空间氧测定的检测仪器，将Mocon PAC Check 450上部空间氧分析仪变更为Systech Gaspace Advance上部空间氧分析仪，仪器检测原理及检项限度保持不变。同时，对本品进口注册标准和制造及检定规程中的相应内容进行更新。
2. 变更纯化工艺原液冷冻和解冻/合并（可选）项目的振荡器混合速度参数（非关键工艺参数，non-KPP）。同时，对本品制造及检定规程中的相应内容进行更新。
3. 修正原料EDTA的药典级别的编辑性错误。同时，对本品制造及检定规程中的相应内容进行更新。",2025-05-15,国家药品监督管理局药品审评中心,已备案
国备2025000738,中文：ω-3脂肪酸乙酯90软胶囊;英文/拉丁文：Omega-3-acid ethyl ester 90 Soft Capsules,国药准字HJ20220042,中文名称：/;英文名称：ABBOTT LABORATORIES LIMITED,"NO. 1, UNIT 3101, 31ST FLOOR Q. HOUSE LUMPINI BUILDING, SOUTH SATHORN ROAD, THUNGMAHAMEK, SATHORN, BANGKOK 10120, THAILAND",中文名称：/;英文名称：PATHEON SOFTGELS B.V.,"DE POSTHOORNSTRAAT 7 5048AS, TILBURG, THE NETHERLANDS",上海雅培制药有限公司,上海市奉贤区海湾镇五四公路1288号,境外生产药品注册代理机构由“雅培贸易（上海）有限公司，地址：中国（上海）自由贸易试验区美盛路56号4号楼109部位”变更为“上海雅培制药有限公司，地址：上海市奉贤区海湾镇五四公路1288号”。,2025-04-11,国家药品监督管理局药品审评中心,已备案
国备2025000737,中文：注射用头孢洛生他唑巴坦钠;英文/拉丁文：Ceftolozane Sulfate and Tazobactam Sodium for Injection,国药准字HJ20250016,中文名称：----;英文名称：Merck Sharp & Dohme B.V.,"Waarderweg 39, 2031 BN Haarlem, The Netherlands","中文名称：----;英文名称：Steri-Pharma, LLC","429 S. West Street Syracuse, NY 13202, U.S.A.",默沙东研发（中国）有限公司,北京市朝阳区容达路21号楼L2-13层,"1.拟申请增加头孢洛生制剂中间体生产过程中使用的过滤器。现行过滤器生产厂为PALL，拟新增过滤器生产厂为Sartorius。现行PALL过滤器包含一个双层滤膜的预过滤器（滤膜孔径均为0.45μm），及两个双层滤膜的除菌过滤器（两个过滤器相同，每个过滤器的滤膜孔径均为0.2μm）；新增Sartorius过滤器包含一个双层滤膜的预过滤器（滤膜孔径分别为0.45μm和0.2μm），及两个双层滤膜的除菌过滤器（两个过滤器相同，每个过滤器的滤膜孔径分别为0.45μm和0.2μm）。新增过滤器滤过参数与原过滤器相比无显著性差异，质量与原过滤器可比，研究和验证证明新增过滤器对头孢洛生制剂中间体和制剂质量无影响。
2.更正现行头孢洛生制剂中间体生产过程中使用的过滤器滤膜孔径从0.22μm为0.2μm，此更正为编辑类更新，实际不涉及任何变更。
以上两个变更在生产工艺信息表中相应更新。",2025-04-11,国家药品监督管理局药品审评中心,已备案
国备2025000669,中文：厄贝沙坦片;英文/拉丁文：Irbesartan tablets,国药准字HJ20171182及国药准字HJ20171183,中文名称：/;英文名称：Sanofi Winthrop Industrie,"82 avenue Raspail, 94250 Gentilly, France",中文名称：/;英文名称：Sanofi Winthrop Industrie,"1 rue de la Vierge, Ambares ＆ Lagrave F-33565 Carbon Blanc Cedex, France",赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层,"1. 本品所使用的Sanofi Winthrop Industrie生产的厄贝沙坦原料药已在原辅包登记平台登记，登记号为Y20200001412，状态为A。
2. 本品所使用的Sanofi Winthrop Industrie生产的厄贝沙坦原料药的生产工艺进行了变更：在原来厄贝沙坦的纯化工艺基础上，增加另一厄贝沙坦的纯化工艺，即使用离心机和干燥机进行纯化，且相应最大批量增加1倍至1952kg。",2025-04-03,国家药品监督管理局药品审评中心,经审查，根据《已上市化学药品药学变更研究技术指导原则》，原料药变更最后一步反应之后的生产工艺，属于重大变更，持有人应按照补充申请进行申报。取消本次备案。
