备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001543,中文：匹妥布替尼片;英文/拉丁文：Pirtobrutinib Tablets,国药准字HJ20240117,中文名称：Eli Lilly Nederland B.V.;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528 BJ Utrecht, The Netherlands","中文名称：Lilly del Caribe,Inc.;英文名称：Lilly del Caribe,Inc.","12.6 KM 65th Infantry Road (PR01) Carolina, Puerto Rico (PR) 00985 USA",礼来苏州制药有限公司,苏州工业园区方中街109号,申请将本品有效期从24个月延长到36个月，并同步将本品的“药品说明书”及“药品注册标准”中的【有效期】更新为36个月。,2025-06-25,国家药品监督管理局药品审评中心,已备案
国备2025001529,中文：拉莫三嗪片;英文/拉丁文：Lamotrigine Tablets,国药准字HJ20160626,中文名称：无;英文名称：The Wellcome Foundation Limited,"79 New Oxford Street, London, WC1A 1DG, United Kingdom",中文名称：无;英文名称：DELPHARM POZNAN SPOLKA AKCYJNA,"Ulica Grunwaldzka 189, Poznan, PL-60-322, Poland",葛兰素史克（中国）投资有限公司,北京市朝阳区东四环中路56号楼9层901单元901、902、903、905、908、909、910房间,"1.申请将境外持证商“The Wellcome Foundation Limited”注册地址由“980 Great West Road, Brentford, Middlesex, TW8 9GS, United Kingdom ”变更为“79 New Oxford Street, London, WC1A 1DG, United Kingdom”并更新包装（小盒）及说明书中相应境外持证商地址信息，上市许可持有人主体不变；2.将说明书及包装（小盒）中“境内联系人”信息更新为“境内责任人”信息；3. 由于已批准的补充申请批件（批件号：2025B00594）所附说明书中【药代动力学】章节的标题已修改成【临床药理】，申请将说明书正文中“参见【药代动力学】”相应更新成“参见【临床药理】”。",2025-06-24,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001642,中文：硫酸羟氯喹片;英文/拉丁文：Hydroxychloroquine Sulfate Tablets,国药准字HJ20160306国药准字HJ20160307国药准字HJ20191027,中文名称：不适用;英文名称：Sanofi-aventis Ireland Ltd. T/A SANOFI,"Citywest Business Campus, Dublin 24, Ireland",中文名称：不适用;英文名称：Sanofi-Aventis SA,"Carretera C-35 LA Batlloria-hostalric KM 63.09, Riells I Viabrea,Girona,E-17404, Spain",赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层 ,根据进口再注册批准的进口小包装注册证和进口大包装注册证，申请在赛诺菲（杭州）制药有限公司继续分包装本品：分包装规格为10片/盒。同时更新分包装产品的说明书和小盒上的批准文号信息和境内责任人信息。,2025-07-03,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001744,中文：沙格列汀片;英文/拉丁文：Saxagliptin tablets,国药准字HJ20160089 国药准字HJ20160090,中文名称：/;英文名称：AstraZeneca AB,"SE-151 85 Södertälje, Sweden",中文名称：/;英文名称：AstraZeneca Pharmaceuticals LP,"4601 Hwy 62 East, Mount Vernon, Indiana 47620, USA",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,根据《关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号）要求，按照试点方式和要求对沙格列汀片分包装产品说明书进行备案。,2025-07-15,国家药品监督管理局药品审评中心,已备案
Y国备2025001511,中文：丙戊酸钠;英文/拉丁文：Sodium Valproate,Y20170000790,"中文名称：旭富制药科技股份有限公司桃园厂;英文名称：SCI Pharmtech, Inc.",桃园市芦竹区滨海里13邻海湖北路309巷61号,"中文名称：旭富制药科技股份有限公司桃园厂;英文名称：SCI Pharmtech, Inc.",桃园市芦竹区滨海里13邻海湖北路309巷61号,好生科技（北京）有限公司,北京市北京经济技术开发区（大兴）旧宫镇久敬庄路世界之花假日广场C4座6层623室,（1）变更注册标准。本品质量标准引用的中国药典四部通则，药典版本从“2020年版”变更为“2025年版”；引用的欧洲药典附录，药典版本从“10.0版”变更为“11.8版”。质量标准无技术性变更；（2）变更注册代理机构的注册地址。注册地址变更为“北京市北京经济技术开发区（大兴）旧宫镇久敬庄路世界之花假日广场C4座6层623室”。注册代理机构的主体未变。,2025-06-24,国家药品监督管理局药品审评中心,已备案
Y国备2025001480,中文：布地奈德;英文/拉丁文：Budesonide,Y20200001161,中文名称：Newchem S.p.A.;英文名称：Newchem S.p.A.,"Via San Vittore, 39 Italy-20123 Milano",中文名称：Newchem S.p.A.;英文名称：Newchem S.p.A.,"Via Roveggia, 47 - 37136 Verona, Italy",浙江仙琚制药股份有限公司,浙江省台州市仙居县仙药路1号,注册代理机构变更,2025-06-19,国家药品监督管理局药品审评中心,已备案
国备2025001463,中文：依诺肝素钠注射液;英文/拉丁文：Enoxaparin Sodium Injection,国药准字HJ20170268,中文名称：无;英文名称：SANOFI WINTHROP INDUSTRIE,"82 AVENUE RASPAIL, 94250 GENTILLY, FRANCE",中文名称：无;英文名称：SANOFI WINTHROP INDUSTRIE,180 RUE JEAN JAURES 94700 MAISONS-ALFORT FRANCE,赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层,"1. 为依诺肝素钠原料药增加一个替代检测场所：Sanofi Winthrop Industrie，1051 Boulevard Industriel, 76580 Le Trait, France，在特定情况下受托进行原料药的放行检测和稳定性检测（13C NMR除外）。 
2. 增加USP <209>作为原料药分子量分布（D）测定的替代方法。 
3. 在原料药3.2.S.7章节增加了微生物检测结果和游离硫酸盐的分析方法及其验证数据。",2025-06-18,国家药品监督管理局药品审评中心,已备案
国备2025001522,中文：沙库巴曲缬沙坦钠片;英文/拉丁文：Sacubitril Valsartan Sodium Tablets,国药准字HJ20170364,中文名称：无;英文名称：Novartis Pharma Schweiz AG,"6343 Risch, Switzerland",中文名称：无;英文名称：Novartis Farma S.p.A.,"Via Provinciale Schito 131,80058 Torre Annunziata, Italy",北京诺华制药有限公司,北京市昌平区永安路31号,"备案本品原料药LCZ696-ABA 相关的以下变更：
1. Harman Finochem Limited地址的行政变更（实际物理地址不变）
2. 引入江西隆莱生物制药有限公司中间体AHU377-C2 生产的额外批量
3. 提高Harman LCZ696-C1（= AHU377-C8/沙库巴曲钙）的收率范围上限
上述拟定变更对LCZ696-ABA 原料药的鉴别、纯度、质量、安全性或有效性无影响。",2025-06-24,国家药品监督管理局药品审评中心,已备案
国备2025001745,中文：沙格列汀片;英文/拉丁文：Saxagliptin tablets,国药准字HJ20160086 国药准字HJ20160087,中文名称：/;英文名称：AstraZeneca AB,"SE-151 85 Södertälje, Sweden",中文名称：/;英文名称：AstraZeneca Pharmaceuticals LP,"4601 Hwy 62 East, Mount Vernon, Indiana 47620, USA",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,根据《关于发布药品说明书适老化及无障碍改革试点工作方案的公告》(2023年第142号）要求，按照试点方式和要求对沙格列汀片分包装产品说明书进行备案。,2025-07-15,国家药品监督管理局药品审评中心,已备案
国备2025001533,中文：口服乳杆菌LB散;英文/拉丁文：Lactobacillus LB Sachet,S20130077,中文名称：——;英文名称：DSM-Firmenich Houdan SAS,Route de Bu 78550 Houdan France,中文名称：——;英文名称：DSM-Firmenich Houdan SAS,Route de Bu 78550 Houdan France,北京亦度正康健康科技有限公司,北京市丰台区广安路9号院5号楼9层901,本次备案申请为8.1变更境外生产药品注册代理机构：本品注册代理机构由“重庆海默尼制药有限公司”变更为“北京亦度正康健康科技有限公司”，注册代理机构地址由“重庆市北碚区方正大道16号”变更为“北京市丰台区广安路9号院5号楼9层901”,2025-06-25,国家药品监督管理局药品审评中心,已备案
