备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001313,中文：阿立哌唑片;英文/拉丁文：Aripiprazole Tablets,国药准字HJ20220096,中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, P1ot. No. S1, Survey No's: 411/P, 425/P,434/P, 435/P 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal,Mahaboobnagar District, Telangana State, India",中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, P1ot. No. S1, Survey No's: 411/P, 425/P,434/P, 435/P 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal,Mahaboobnagar District, Telangana State, India",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,修订说明书：增加【境内责任人】信息，删除【境内联系人】信息。,2025-06-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001376,中文：麦考酚钠肠溶片;英文/拉丁文：Mycophenolate Sodium Enteric-coated Tablets,国药准字HJ20240084,中文名称：----;英文名称：INTAS PHARMACEUTICALS LTD.,"PLOT NO.457 & 458, VILL.: MATODA, BAVLA ROAD & PLOT NO.191/218P, VILL: CHACHARWADI, TAL.: SANAND, DIST.-AHMEDABAD",中文名称：----;英文名称：INTAS PHARMACEUTICALS LTD.,"PLOT NO.457 & 458, VILL.: MATODA, BAVLA ROAD & PLOT NO.191/218P, VILL: CHACHARWADI, TAL.: SANAND, DIST.-AHMEDABAD",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91 号院8号楼15层1509单元,删除本品使用的薄膜包衣预混剂（肠溶型）质量标准中成膜性检测项。,2025-06-11,国家药品监督管理局药品审评中心,已备案
国备2025001311,中文：和兴白花油;英文/拉丁文：－－－－,国药准字ZC20140009,中文名称：和兴白花油药厂有限公司;英文名称：Hoe Hin Pak Fah Yeow Manufactory Limited,香港湾仔告士打道200号11楼,中文名称：和兴白花油药厂有限公司;英文名称：Hoe Hin Pak Fah Yeow Manufactory Limited,香港柴湾嘉业街12号百乐门大厦2楼,广州威丰贸易有限公司,广州市黄埔区南翔一路50号五栋315房,"1. 在说明书上增加境内责任人信息。
2. 自2021年，一直沿用广州威丰贸易有限公司为注册代理机构，已多次提交备案事项，现药审中心建议补交变更注册代理机构备案，已附上2021年变更注册代理机构证明文件。",2025-06-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第437号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001310,中文：和兴白花油;英文/拉丁文：－－－－,国药准字ZC20140008,中文名称：和兴白花油药厂有限公司;英文名称：Hoe Hin Pak Fah Yeow Manufactory Limited,香港湾仔告士打道200号11楼,中文名称：和兴白花油药厂有限公司;英文名称：Hoe Hin Pak Fah Yeow Manufactory Limited,香港柴湾嘉业街12号百乐门大厦2楼,广州威丰贸易有限公司,广州市黄埔区南翔一路50号五栋315房,"1. 在说明书上增加境内责任人信息。
2. 自2021年，一直沿用广州威丰贸易有限公司为注册代理机构，已多次提交备案事项，现药审中心建议补交变更注册代理机构备案，已附上2021年变更注册代理机构证明文件。",2025-06-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第437号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001291,中文：玛巴洛沙韦片;英文/拉丁文：Baloxavir Marboxil Tablets,国药准字HJ20210028,中文名称：N/A;英文名称：Roche Pharma (Schweiz) AG,"Grenzacherstrasse 124, 4058 Basel, Switzerland","中文名称：N/A;英文名称：1）Shionogi Pharma Co., Ltd.；2）Avara Pharmaceutical Technologies, Inc.","1）2-5-1, Mishima, Settsu, Osaka 566-0022, Japan；2）3300 Marshall Avenue,Norman, Oklahoma (OK) 73072, USA",罗氏（中国）投资有限公司,中国（上海）自由贸易试验区龙东大道1100号4号楼,"增加Powdersize, LLC 作为玛巴洛沙韦原料药的研磨场地。",2025-06-05,国家药品监督管理局药品审评中心,已备案
国备2025002952,中文：水飞蓟素胶囊;英文/拉丁文：Silymarin Capsules,国药准字HJ20181067,中文名称：/;英文名称：Viatris Healthcare GmbH,Lütticher Straße 5 53842 Troisdorf Deutschland,中文名称：/;英文名称：MADAUS GMBH,Lütticher Straße 5 53842 Troisdorf Deutschland,晖致医药有限公司,上海市静安区新闸路669号10层（实际楼层第9层）1-2单元及5-9单元,"根据国家药品监督管理局批准的进口药品补充申请批件内容（批件号：2025B03315和2025B04066），对本品进口大包的上市许可持有人及生产厂地址信息进行相应的更新，即上市许可持有人名称从“MEDA PHARMA GMBH & CO.KG”变更为“Viatris Healthcare GmbH”，上市许可持有人地址从“Benzstr.1, 61352 Bad Homburg, Germany”变更为“Lütticher Straße 5 53842 Troisdorf Deutschland"" ；生产厂地址从“51101 Cologne”变更为“Lütticher Straße 5 53842 Troisdorf Deutschland”，生产厂名称“MADAUS GMBH”保持不变。本品大包的包装规格仍为35000粒/桶和58300粒/桶，仅供晖致制药（大连）有限公司分包装生产用。",2025-11-15,国家药品监督管理局药品审评中心,已备案
国备2025001560,中文：替尔泊肽注射液;英文/拉丁文：Tirzepatide Injection,国药准字HJ20255004,中文名称：Eli Lilly Nederland B.V.;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528 BJ Utrecht, The Netherlands",中文名称：Eli Lilly Italia S.p.A.;英文名称：Eli Lilly Italia S.p.A.,V. Gramsci 731-733 50019 Sesto Fiorentino (FI) Italy,礼来苏州制药有限公司,苏州工业园区方中街109号,"1. 新增制剂生产线及相关的生产批量和生产工艺调整：在Eli Lilly Italia S.p.A.现有生产场地内，于已批准的生产线3基础上新增生产线2，将制剂生产批量由1300 L扩大至2900 L，并根据2900L的批量对设备和生产工艺进行微小调整。相关工艺参数和过程控制保持一致。
2 生产设备调整：拟新增0.45 µm和0.22 µm尼龙6.6材质过滤器，分别作为现有PVDF材质澄清过滤器和减生物负荷过滤器的备选。新增过滤器孔径一致，已完成相容性、细菌截留及可提取物/浸出物研究，验证结果支持其在商业化生产中的使用。
3. 新增包材供应商：新增4家笔式注射器用（中性）硼硅玻璃套筒供应商：①欧璧医药包装科技 (中国) 有限公司，登记号B20180000301，登记状态为A；②NUOVA OMPI S.R.L.， 登记号B20180000302， 登记状态为A；③努瓦欧璧有限公司， 登记号B20190000579，登记状态为A；④欧璧北美有限公司，登记号B20180001442， 登记状态为A。",2025-06-26,国家药品监督管理局药品审评中心,已备案
国备2025001309,中文：和兴白花油;英文/拉丁文：－－－－,国药准字ZC20140007,中文名称：和兴白花油药厂有限公司;英文名称：Hoe Hin Pak Fah Yeow Manufactory Limited,香港湾仔告士打道200号11楼,中文名称：和兴白花油药厂有限公司;英文名称：Hoe Hin Pak Fah Yeow Manufactory Limited,香港柴湾嘉业街12号百乐门大厦2楼,广州威丰贸易有限公司,广州市黄埔区南翔一路50号五栋315房,"1. 在说明书上增加境内责任人信息。
2. 自2021年，一直沿用广州威丰贸易有限公司为注册代理机构，已多次提交备案事项，现药审中心建议补交变更注册代理机构备案，已附上2021年变更注册代理机构证明文件。",2025-06-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第437号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001474,中文：非诺贝特酸胆碱缓释胶囊;英文/拉丁文：Choline Fenofibrate Sustained-release Capsules,国药准字HJ20210070,中文名称：不适用;英文名称：ABBOTT LABORATORIES LIMITED,"NO.1, UNIT 3101, 31ST FLOOR Q. HOUSE LUMPINI BUILDING, SOUTH SATHORN ROAD, THUNGMAHAMEK, SATHORN, BANGKOK 10120, THAILAND",中文名称：不适用;英文名称：FOURNIER LABORATORIES IRELAND LIMITED,"ANNGROVE, CARRIGTWOHILL, CORK, IRELAND",上海雅培制药有限公司,上海市奉贤区海湾镇五四公路1288号,变更原料药残留溶剂内控标准的分析方法。,2025-06-19,国家药品监督管理局药品审评中心,已备案
国备2025001377,中文：麦考酚钠肠溶片;英文/拉丁文：Mycophenolate Sodium Enteric-coated Tablets,国药准字HJ20240083,中文名称：----;英文名称：INTAS PHARMACEUTICALS LTD.,"PLOT NO.457 & 458, VILL.: MATODA, BAVLA ROAD & PLOT NO.191/218P, VILL: CHACHARWADI, TAL.: SANAND, DIST.-AHMEDABAD",中文名称：----;英文名称：INTAS PHARMACEUTICALS LTD.,"PLOT NO.457 & 458, VILL.: MATODA, BAVLA ROAD & PLOT NO.191/218P, VILL: CHACHARWADI, TAL.: SANAND, DIST.-AHMEDABAD",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91 号院8号楼15层1509单元,删除本品使用的薄膜包衣预混剂（肠溶型）质量标准中成膜性检测项。,2025-06-11,国家药品监督管理局药品审评中心,已备案
